,source,values,pvalues,target,source cell type,target cell type,CT
3988,CXCL12,0.42471142051833183,0.0,AVPR1A,Ependymal,Neurons2,14
3885,VEGFA,0.401289002950148,0.0,NRP2,Ependymal,Neurons2,14
831,VEGFA,0.39076152184263585,0.0,IGF1R,Ependymal,Neurons2,14
3130,FGF7,0.318518825810691,0.0,NRP1,Ependymal,Neurons2,14
1402,FGF7,0.25413827776812337,0.0,FGFR3,Ependymal,Neurons2,14
1568,FGF7,0.24622282643728424,0.0,PDGFRA,Ependymal,Neurons2,14
4513,CNTN2,0.21419404355660282,0.0,CNTNAP2,Ependymal,Neurons2,14
3141,SEMA3E,0.17441306936710138,0.0,NRP1,Ependymal,Neurons2,14
3142,CNTN2,0.11663077929797702,0.0,NRP1,Ependymal,Neurons2,14
3710,FST,0.0783058095029153,0.0,BMPR1B,Ependymal,Neurons2,14
3640,TYK2,0.07197022344175871,0.111,PRKD2,Ependymal,Neurons2,14
578,VCAM1,0.49960839289683157,0.0,ITGB1,NG2,Ependymal,14
608,DUSP18,0.4870802413705421,0.0,ITGB1,NG2,Ependymal,14
579,SEMA7A,0.46591491260724305,0.0,ITGB1,NG2,Ependymal,14
570,CXCL12,0.4556130667960619,0.0,ITGB1,NG2,Ependymal,14
504,PDGFA,0.45471683542293806,0.0,PIK3CA,NG2,Ependymal,14
518,FGFR3,0.4444749533997733,0.0,PIK3CA,NG2,Ependymal,14
303,PDGFA,0.3955636859550361,0.0,STAT3,NG2,Ependymal,14
311,FGFR3,0.3853218039318713,0.0,STAT3,NG2,Ependymal,14
524,AGT,0.33962557117504377,0.0,PIK3CA,NG2,Ependymal,14
493,NRG1,0.3384858634379939,0.0,PIK3CA,NG2,Ependymal,14
523,CXCL12,0.2851689361282303,0.0,PIK3CA,NG2,Ependymal,14
314,AGT,0.2804724217071418,0.0,STAT3,NG2,Ependymal,14
494,GHR,0.27699355496885203,0.0,PIK3CA,NG2,Ependymal,14
313,CXCL12,0.2260157866603284,0.0,STAT3,NG2,Ependymal,14
3339,NRG1,0.21363644751004082,0.0,LGR4,NG2,Ependymal,14
216,GHR,0.05866821084457065,0.0,TYK2,NG2,Ependymal,14
3084,AGT,0.4902818959692686,1.0,SGK1,NG2,Endothelial,14
2670,AVP,0.20112086483658592,0.999,ADRB2,NG2,Endothelial,14
3326,AGT,0.15023729857857768,0.0,EDNRA,NG2,Endothelial,14
1399,BMP2,0.11129150426484519,0.0,FGFR3,NG2,Endothelial,14
3518,BMP2,0.08479962452338181,0.0,CDH11,NG2,Endothelial,14
3084,AGT,1.582781655917627,0.0,SGK1,NG2,Oligodendrocytes,14
3774,TGFB2,0.38226846949555426,0.0,PLAT,NG2,Oligodendrocytes,14
3066,AGT,0.18764245814770913,0.014,PLCB1,NG2,Oligodendrocytes,14
3729,BMP2,0.13762646325058855,0.0,BMPR1A,NG2,Oligodendrocytes,14
3065,CXCL12,0.13318582310089566,0.004,PLCB1,NG2,Oligodendrocytes,14
820,PDGFA,0.5533075561212294,0.0,IGF1R,NG2,Neurons2,14
3990,AVP,0.521942924353382,0.0,AVPR1A,NG2,Neurons2,14
3988,CXCL12,0.43406229525436046,0.0,AVPR1A,NG2,Neurons2,14
1272,DUSP18,0.255522447284459,0.0,ITGB8,NG2,Neurons2,14
3622,CD70,0.21809969397583084,0.0,GPRC5B,NG2,Neurons2,14
216,GHR,0.07777852994263272,0.0,TYK2,NG2,Neurons2,14
1399,BMP2,0.05527368887269428,0.169,FGFR3,NG2,Neurons2,14
597,JAM3,0.5912582907287616,0.0,ITGB1,Endothelial,Ependymal,14
572,VEGFC,0.5264306763308535,0.0,ITGB1,Endothelial,Ependymal,14
581,SPP1,0.4831973830190617,0.0,ITGB1,Endothelial,Ependymal,14
2481,COL27A1,0.4693682912283464,0.0,ITGB1,Endothelial,Ependymal,14
589,LAMB1,0.46508459186040174,0.0,ITGB1,Endothelial,Ependymal,14
524,AGT,0.3769577307501664,0.0,PIK3CA,Endothelial,Ependymal,14
511,EFNB2,0.3587696932020472,0.0,PIK3CA,Endothelial,Ependymal,14
526,VEGFC,0.3559865456630219,0.0,PIK3CA,Endothelial,Ependymal,14
518,FGFR3,0.3362295480520598,0.0,PIK3CA,Endothelial,Ependymal,14
314,AGT,0.3178045812822645,0.0,STAT3,Endothelial,Ependymal,14
533,NTN1,0.30384927209610313,0.0,PIK3CA,Endothelial,Ependymal,14
537,LAMB1,0.29464046119257015,0.0,PIK3CA,Endothelial,Ependymal,14
311,FGFR3,0.2770763985841579,0.0,STAT3,Endothelial,Ependymal,14
3191,BMP4,0.08767664987017397,0.0,ACACA,Endothelial,NG2,14
3878,EDN3,0.9743367062719877,0.0,EDNRB,Endothelial,Microglia,14
3719,BMP4,0.05531441058899597,0.0,ACVR2A,Endothelial,Microglia,14
3084,AGT,1.62011381549275,0.0,SGK1,Endothelial,Oligodendrocytes,14
1247,EFNB2,0.5352739207316604,0.0,EPHB1,Endothelial,Oligodendrocytes,14
3066,AGT,0.22497461772283178,0.0,PLCB1,Endothelial,Oligodendrocytes,14
3732,BMP4,0.12981705409355948,0.0,BMPR1A,Endothelial,Oligodendrocytes,14
3878,EDN3,0.934442010803349,0.0,EDNRB,Endothelial,Neurons2,14
483,VEGFC,0.7074632657682906,0.0,PRKCA,Endothelial,Neurons2,14
3990,AVP,0.5422545616582136,0.0,AVPR1A,Endothelial,Neurons2,14
3886,VEGFC,0.4651047474688254,0.0,NRP2,Endothelial,Neurons2,14
3989,OXT,0.4354613937496775,0.0,AVPR1A,Endothelial,Neurons2,14
3524,VEGFC,0.2934081310211432,0.0,PRKCB,Endothelial,Neurons2,14
1257,SPP1,0.25163958893297855,0.0,ITGB8,Endothelial,Neurons2,14
1262,LAMB1,0.23352679777431865,0.0,ITGB8,Endothelial,Neurons2,14
2837,FGFR3,0.1711545875463769,0.0,FGF9,Endothelial,Neurons2,14
2116,DKK2,0.1551111176279835,0.0,LRP6,Endothelial,Neurons2,14
2100,BMP4,0.10454775282908914,0.0,LRP6,Endothelial,Neurons2,14
4232,NTS,0.10197676185271395,0.0,NTSR2,Endothelial,Neurons2,14
3732,BMP4,0.09444671492828424,0.058,BMPR1A,Endothelial,Neurons2,14
3705,BMP4,0.052715237760604945,0.0,BMPR1B,Endothelial,Neurons2,14
4530,LGI1,0.8648721995278086,0.0,RTN4R,Astrocytes,Ependymal,14
2374,SFRP5,1.1170341592565978,0.0,WNT5A,Astrocytes,Endothelial,14
1003,LGI1,0.902617602265455,0.0,RAF1,Astrocytes,Microglia,14
2136,SFRP5,1.1045792898538065,0.0,FZD8,Astrocytes,Neurons2,14
578,VCAM1,0.5031521889535961,0.0,ITGB1,Microglia,Ependymal,14
570,CXCL12,0.4526926488879991,0.0,ITGB1,Microglia,Ependymal,14
524,AGT,0.40408207668842516,0.0,PIK3CA,Microglia,Ependymal,14
314,AGT,0.34492892722052326,0.0,STAT3,Microglia,Ependymal,14
523,CXCL12,0.2822485182201675,0.0,PIK3CA,Microglia,Ependymal,14
313,CXCL12,0.22309536875226554,0.0,STAT3,Microglia,Ependymal,14
3084,AGT,0.55473840148265,0.968,SGK1,Microglia,Endothelial,14
2672,VIP,0.11516538706844479,0.084,ADRB2,Microglia,Endothelial,14
3084,AGT,1.6472381614310085,0.0,SGK1,Microglia,Oligodendrocytes,14
1245,EFNB3,0.458736506113696,0.0,EPHB1,Microglia,Oligodendrocytes,14
3066,AGT,0.2520989636610905,0.001,PLCB1,Microglia,Oligodendrocytes,14
3065,CXCL12,0.13026540519283283,0.079,PLCB1,Microglia,Oligodendrocytes,14
3990,AVP,0.5537946420523483,0.006,AVPR1A,Microglia,Neurons2,14
3989,OXT,0.4484455010436346,0.0,AVPR1A,Microglia,Neurons2,14
3991,VIP,0.43598744658524086,0.0,AVPR1A,Microglia,Neurons2,14
3988,CXCL12,0.4311418773462976,0.0,AVPR1A,Microglia,Neurons2,14
3888,SEMA3C,0.39111629461710273,0.0,NRP2,Microglia,Neurons2,14
3135,SEMA3C,0.12000808673785968,0.0,NRP1,Microglia,Neurons2,14
531,VCL,0.28140677353779936,0.0,PIK3CA,Oligodendrocytes,Ependymal,14
518,FGFR3,0.27255884800028846,0.0,PIK3CA,Oligodendrocytes,Ependymal,14
311,FGFR3,0.2134056985323865,0.0,STAT3,Oligodendrocytes,Ependymal,14
4056,AVP,0.21706466685970588,1.0,PTH1R,Oligodendrocytes,NG2,14
2670,AVP,0.1964662245342979,1.0,ADRB2,Oligodendrocytes,Endothelial,14
3258,AVP,0.22361610335277698,1.0,PLAU,Oligodendrocytes,Microglia,14
4002,AVP,0.14746756620082324,1.0,RAMP2,Oligodendrocytes,Microglia,14
485,VCL,0.6328834936430681,0.0,PRKCA,Oligodendrocytes,Neurons2,14
3990,AVP,0.517288284051094,0.0,AVPR1A,Oligodendrocytes,Neurons2,14
2837,FGFR3,0.10748388749460557,0.0,FGF9,Oligodendrocytes,Neurons2,14
504,PDGFA,1.0491099884350412,0.0,PIK3CA,Neurons2,Ependymal,14
303,PDGFA,0.9899568389671393,0.0,STAT3,Neurons2,Ependymal,14
1890,PDGFA,0.8346985028034696,0.0,VEGFA,Neurons2,Ependymal,14
1873,PDGFA,0.8334212857469894,0.0,FLT1,Neurons2,Ependymal,14
608,DUSP18,0.5399170976142592,0.0,ITGB1,Neurons2,Ependymal,14
530,FGF14,0.4435177612225683,0.0,PIK3CA,Neurons2,Ependymal,14
3967,NXPH1,0.4377984499702311,0.0,NRXN3,Neurons2,Ependymal,14
524,AGT,0.36271840024855284,0.0,PIK3CA,Neurons2,Ependymal,14
509,FGF9,0.3415073262702332,0.0,PIK3CA,Neurons2,Ependymal,14
499,TYK2,0.3073672617496968,0.0,PIK3CA,Neurons2,Ependymal,14
314,AGT,0.30356525078065094,0.0,STAT3,Neurons2,Ependymal,14
521,BDNF,0.3007678093731392,0.0,PIK3CA,Neurons2,Ependymal,14
518,FGFR3,0.2802117326599089,0.0,PIK3CA,Neurons2,Ependymal,14
296,TYK2,0.24821411228179488,0.0,STAT3,Neurons2,Ependymal,14
312,BDNF,0.24161465990523726,0.0,STAT3,Neurons2,Ependymal,14
311,FGFR3,0.22105858319200697,0.0,STAT3,Neurons2,Ependymal,14
3626,SHH,0.18162067923739755,0.0,GAS1,Neurons2,Ependymal,14
2815,TYK2,0.1422136684079576,0.0,STAT6,Neurons2,Ependymal,14
1298,TYK2,0.12359835195908442,0.0,EIF2AK2,Neurons2,Ependymal,14
1873,PDGFA,0.8247168624333417,0.0,FLT1,Neurons2,NG2,14
2113,APOE,0.79186499959255,0.0,LRP6,Neurons2,NG2,14
4275,APOE,0.7083629789688256,0.0,LRP8,Neurons2,NG2,14
4347,FGF14,0.3582496871132788,0.0,SCN1A,Neurons2,NG2,14
3430,TYK2,0.07777852994263272,0.0,GHR,Neurons2,NG2,14
451,PDGFA,1.105772881612491,0.0,PDGFRB,Neurons2,Endothelial,14
1564,PDGFA,0.8389458631083887,0.0,PDGFRA,Neurons2,Endothelial,14
3084,AGT,0.5133747250427777,0.998,SGK1,Neurons2,Endothelial,14
3640,TYK2,0.4627439107036032,0.0,PRKD2,Neurons2,Endothelial,14
1409,FGF14,0.273165022498712,0.0,FGFR3,Neurons2,Endothelial,14
1579,FGF14,0.23335363589591585,0.0,PDGFRA,Neurons2,Endothelial,14
4351,FGF14,0.21275557487195512,0.0,SCN3A,Neurons2,Endothelial,14
3326,AGT,0.17333012765208677,0.0,EDNRA,Neurons2,Endothelial,14
1403,FGF9,0.1711545875463769,0.0,FGFR3,Neurons2,Endothelial,14
1569,FGF9,0.13134320094358076,0.0,PDGFRA,Neurons2,Endothelial,14
3629,SHH,0.08720478894160612,0.0,GPC5,Neurons2,Endothelial,14
392,BDNF,0.0831273265513436,0.0,GRIA1,Neurons2,Endothelial,14
1873,PDGFA,0.8117230143576248,0.0,FLT1,Neurons2,Astrocytes,14
504,PDGFA,0.9776088261388068,0.0,PIK3CA,Neurons2,Microglia,14
1873,PDGFA,0.8735917691757838,0.0,FLT1,Neurons2,Microglia,14
4200,APOE,0.703548300535297,0.0,SCARB1,Neurons2,Microglia,14
2121,WNT3,0.16090048397762866,0.0,RYK,Neurons2,Microglia,14
3056,AGT,0.15729454271527102,0.0,MTOR,Neurons2,Microglia,14
3967,NXPH1,0.12702474591744897,0.015,NRXN3,Neurons2,Microglia,14
3084,AGT,1.6058744849911362,0.0,SGK1,Neurons2,Oligodendrocytes,14
3066,AGT,0.21073528722121823,0.0,PLCB1,Neurons2,Oligodendrocytes,14
1409,FGF14,0.20949432244694063,0.0,FGFR3,Neurons2,Oligodendrocytes,14
1403,FGF9,0.10748388749460557,0.0,FGFR3,Neurons2,Oligodendrocytes,14
1402,FGF7,0.40181398189984835,0.0,FGFR3,Ependymal,NG2,18
455,FGF7,0.840847718891142,0.0,PDGFRB,Ependymal,Endothelial,18
1402,FGF7,0.30510586723756017,0.0,FGFR3,Ependymal,Endothelial,18
3641,TYK2,0.23896954227312178,0.0,PRKD2,Ependymal,Endothelial,18
3948,CXCL12,0.5271798632002501,0.0,GNAQ,Ependymal,Astrocytes,18
1891,FGF7,0.2907204455012208,0.0,VEGFA,Ependymal,Microglia,18
3085,AGT,0.75450990272074,0.0,SGK1,Ependymal,Oligodendrocytes,18
1402,FGF7,0.26676636300324674,0.0,FGFR3,Ependymal,Oligodendrocytes,18
3067,AGT,0.2553759294892113,0.0,PLCB1,Ependymal,Oligodendrocytes,18
3066,CXCL12,0.18257693281668577,0.014,PLCB1,Ependymal,Oligodendrocytes,18
878,PTN,0.12038127821382733,1.0,SDC3,Ependymal,Oligodendrocytes,18
3144,ALCAM,0.5297846917653064,0.0,NRP1,Ependymal,Neurons2,18
2369,CXCL12,0.4403488365505212,0.0,PIK3R3,Ependymal,Neurons2,18
2364,TYK2,0.43421596612921637,0.0,PIK3R3,Ependymal,Neurons2,18
3895,SEMA3E,0.36289283718025794,0.0,NRP2,Ependymal,Neurons2,18
3886,VEGFA,0.34155165316938546,0.0,NRP2,Ependymal,Neurons2,18
3990,OXT,0.3248388312180511,0.0,AVPR1A,Ependymal,Neurons2,18
3131,FGF7,0.321763339186001,0.0,NRP1,Ependymal,Neurons2,18
3989,CXCL12,0.2729965014604969,0.001,AVPR1A,Ependymal,Neurons2,18
3992,VIP,0.2657116094948719,0.157,AVPR1A,Ependymal,Neurons2,18
2895,SLIT2,0.22796375201719604,0.0,CXCL12,Ependymal,Neurons2,18
504,PDGFA,0.37011542288811655,0.043,PIK3CA,NG2,Ependymal,18
3198,EGF,0.3207679116463923,0.0,CLK1,NG2,Ependymal,18
494,GHR,0.3180668044919933,0.0,PIK3CA,NG2,Ependymal,18
303,PDGFA,0.3078674437711527,0.334,STAT3,NG2,Ependymal,18
524,AGT,0.2972299044167166,0.0,PIK3CA,NG2,Ependymal,18
493,NRG1,0.2957240852549836,0.0,PIK3CA,NG2,Ependymal,18
887,EGF,0.2931689987470815,0.0,SLK,NG2,Ependymal,18
492,EGF,0.2887280210688874,0.0,PIK3CA,NG2,Ependymal,18
3187,EGF,0.25460225612252624,0.98,ROCK2,NG2,Ependymal,18
314,AGT,0.23498192529975276,0.0,STAT3,NG2,Ependymal,18
290,EGF,0.2264800419519236,0.0,STAT3,NG2,Ependymal,18
199,NRG1,0.04834027983330108,0.0,MAPK8,NG2,Ependymal,18
3187,EGF,1.0387709101041158,0.0,ROCK2,NG2,Endothelial,18
3085,AGT,0.7109972659452461,0.0,SGK1,NG2,Endothelial,18
1636,EGF,2.299809969739711,1.0,HSP90AB1,NG2,Astrocytes,18
3085,AGT,0.6867681890615094,0.0,SGK1,NG2,Oligodendrocytes,18
721,EGF,0.48950239080290553,0.0,BSG,NG2,Oligodendrocytes,18
3775,TGFB2,0.26784608720179154,0.0,PLAT,NG2,Oligodendrocytes,18
3067,AGT,0.18763421582998066,0.001,PLCB1,NG2,Oligodendrocytes,18
3187,EGF,0.5398433846103023,0.0,ROCK2,NG2,Neurons2,18
2363,NRG1,0.4439003004020831,0.0,PIK3R3,NG2,Neurons2,18
2362,EGF,0.4369042362159869,0.0,PIK3R3,NG2,Neurons2,18
3991,AVP,0.3688127880335401,0.0,AVPR1A,NG2,Neurons2,18
3990,OXT,0.2943507879019331,0.0,AVPR1A,NG2,Neurons2,18
537,LAMB1,0.4068425906681332,0.0,PIK3CA,Endothelial,Ependymal,18
524,AGT,0.35812762766174866,0.0,PIK3CA,Endothelial,Ependymal,18
518,FGFR3,0.32333436406155225,0.0,PIK3CA,Endothelial,Ependymal,18
314,AGT,0.2958796485447848,0.0,STAT3,Endothelial,Ependymal,18
507,FGF2,0.28991087921809805,0.0,PIK3CA,Endothelial,Ependymal,18
311,FGFR3,0.26108638494458847,0.0,STAT3,Endothelial,Ependymal,18
306,FGF2,0.22766290010113419,0.0,STAT3,Endothelial,Ependymal,18
2903,VTN,2.500932208142758,0.157,HSP90AA1,Endothelial,Astrocytes,18
3085,AGT,0.7476659123065414,0.0,SGK1,Endothelial,Oligodendrocytes,18
1247,EFNB2,0.4546839023049153,0.0,EPHB1,Endothelial,Oligodendrocytes,18
3067,AGT,0.2485319390750127,0.0,PLCB1,Endothelial,Oligodendrocytes,18
876,FGF2,0.05710283249228139,0.0,SDC3,Endothelial,Oligodendrocytes,18
2365,HBEGF,1.0450897595964548,0.0,PIK3R3,Endothelial,Neurons2,18
483,VEGFC,0.5249902641288919,0.0,PRKCA,Endothelial,Neurons2,18
3887,VEGFC,0.38514397532673694,0.0,NRP2,Endothelial,Neurons2,18
3990,OXT,0.2863368100152151,0.0,AVPR1A,Endothelial,Neurons2,18
3875,NRTN,0.12802297739952112,0.0,GFRA2,Endothelial,Neurons2,18
4057,AVP,0.511718489159929,0.0,PTH1R,Astrocytes,NG2,18
2670,AVP,0.5098419249574437,0.0,ADRB2,Astrocytes,Endothelial,18
3259,AVP,1.0110364973660364,0.0,PLAU,Astrocytes,Microglia,18
4003,AVP,0.4894111736369548,0.0,RAMP2,Astrocytes,Microglia,18
3991,AVP,0.6937984783786956,0.0,AVPR1A,Astrocytes,Neurons2,18
523,CXCL12,0.3146714813166208,0.012,PIK3CA,Microglia,Ependymal,18
313,CXCL12,0.252423502199657,0.042,STAT3,Microglia,Ependymal,18
2902,KDR,1.4208111625806044,1.0,HSP90AA1,Microglia,Astrocytes,18
3948,CXCL12,0.5496787231134492,0.0,GNAQ,Microglia,Astrocytes,18
3066,CXCL12,0.20507579272988485,0.13,PLCB1,Microglia,Oligodendrocytes,18
2365,HBEGF,0.6147308542805205,0.096,PIK3R3,Microglia,Neurons2,18
2367,KDR,0.5011760514726259,0.0,PIK3R3,Microglia,Neurons2,18
2369,CXCL12,0.4628476964637203,0.008,PIK3R3,Microglia,Neurons2,18
3886,VEGFA,0.3593069258531874,0.0,NRP2,Microglia,Neurons2,18
3989,CXCL12,0.29549536137369603,0.062,AVPR1A,Microglia,Neurons2,18
531,VCL,0.304651402453412,0.0,PIK3CA,Oligodendrocytes,Ependymal,18
518,FGFR3,0.2849948598272388,0.0,PIK3CA,Oligodendrocytes,Ependymal,18
311,FGFR3,0.22274688071027499,0.0,STAT3,Oligodendrocytes,Ependymal,18
4057,AVP,0.23069199578056124,0.0,PTH1R,Oligodendrocytes,NG2,18
2670,AVP,0.228815431578076,0.0,ADRB2,Oligodendrocytes,Endothelial,18
4003,AVP,0.20838468025758705,0.0,RAMP2,Oligodendrocytes,Microglia,18
485,VCL,0.4948556747835415,0.0,PRKCA,Oligodendrocytes,Neurons2,18
3991,AVP,0.4127719849993278,0.0,AVPR1A,Oligodendrocytes,Neurons2,18
504,PDGFA,0.8556507368699746,0.0,PIK3CA,Neurons2,Ependymal,18
303,PDGFA,0.7934027577530107,0.0,STAT3,Neurons2,Ependymal,18
501,HBEGF,0.7791735003885613,0.0,PIK3CA,Neurons2,Ependymal,18
1873,PDGFA,0.618199115733152,0.0,FLT1,Neurons2,Ependymal,18
1890,PDGFA,0.6132557855238182,0.0,VEGFA,Neurons2,Ependymal,18
3771,HBEGF,0.5314482114420113,0.0,MOG,Neurons2,Ependymal,18
523,CXCL12,0.45931990088108277,0.0,PIK3CA,Neurons2,Ependymal,18
530,FGF14,0.42291249101391504,0.0,PIK3CA,Neurons2,Ependymal,18
313,CXCL12,0.397071921764119,0.0,STAT3,Neurons2,Ependymal,18
524,AGT,0.34925672179638084,0.0,PIK3CA,Neurons2,Ependymal,18
521,BDNF,0.3398795516218194,0.0,PIK3CA,Neurons2,Ependymal,18
499,TYK2,0.3039212160999725,0.0,PIK3CA,Neurons2,Ependymal,18
509,FGF9,0.30320692990723397,0.0,PIK3CA,Neurons2,Ependymal,18
314,AGT,0.287008742679417,0.0,STAT3,Neurons2,Ependymal,18
312,BDNF,0.2776315725048555,0.0,STAT3,Neurons2,Ependymal,18
2925,CXCL12,0.2656792867684279,0.0,ADRA2A,Neurons2,Ependymal,18
296,TYK2,0.24167323698300866,0.0,STAT3,Neurons2,Ependymal,18
3627,SHH,0.18060848137095883,0.0,GAS1,Neurons2,Ependymal,18
2928,AGT,0.1556161076837259,0.0,ADRA2A,Neurons2,Ependymal,18
1298,TYK2,0.10780900680348399,0.0,EIF2AK2,Neurons2,Ependymal,18
208,BDNF,0.09249574620013681,0.0,MAPK8,Neurons2,Ependymal,18
2816,TYK2,0.08467429872644101,0.0,STAT6,Neurons2,Ependymal,18
4276,APOE,0.7937158280937868,0.0,LRP8,Neurons2,NG2,18
2113,APOE,0.7776234915185967,0.0,LRP6,Neurons2,NG2,18
4419,APOE,0.7378867918579776,0.0,TREM2,Neurons2,NG2,18
1873,PDGFA,0.6219425871949267,0.0,FLT1,Neurons2,NG2,18
2067,CXCL12,0.22117852342855382,0.0,CX3CR1,Neurons2,NG2,18
451,PDGFA,1.1811383315975412,0.0,PDGFRB,Neurons2,Endothelial,18
3085,AGT,0.7630240833249103,0.0,SGK1,Neurons2,Endothelial,18
3327,AGT,0.2816233425895856,0.0,EDNRA,Neurons2,Endothelial,18
3641,TYK2,0.2568510073909774,0.0,PRKD2,Neurons2,Endothelial,18
3449,CXCL12,0.23445670005118002,0.0,GNAI1,Neurons2,Endothelial,18
2978,CXCL12,0.22920082796640937,0.0,GRM7,Neurons2,Endothelial,18
2067,CXCL12,0.2195329244135887,0.0,CX3CR1,Neurons2,Endothelial,18
4352,FGF14,0.17068018907762764,0.967,SCN3A,Neurons2,Endothelial,18
2981,AGT,0.1191376488817074,0.0,GRM7,Neurons2,Endothelial,18
3948,CXCL12,0.6943271426779112,0.0,GNAQ,Neurons2,Astrocytes,18
3949,FZD8,0.5330315679066752,0.0,GNAQ,Neurons2,Astrocytes,18
1873,PDGFA,0.731667475490765,0.0,FLT1,Neurons2,Microglia,18
504,PDGFA,0.7297263554080832,0.0,PIK3CA,Neurons2,Microglia,18
954,PDGFA,0.6750619522079336,0.0,KDR,Neurons2,Microglia,18
1890,PDGFA,0.6310110582076202,0.0,VEGFA,Neurons2,Microglia,18
1001,CXCL12,0.3304952224276697,0.0,RAF1,Neurons2,Microglia,18
3085,AGT,0.7387950064411736,0.0,SGK1,Neurons2,Oligodendrocytes,18
3066,CXCL12,0.34972421229434686,0.0,PLCB1,Neurons2,Oligodendrocytes,18
3067,AGT,0.23966103320964488,0.0,PLCB1,Neurons2,Oligodendrocytes,18
3920,ALCAM,0.43636236000938466,0.0,CHL1,Ependymal,NG2,22
1402,FGF7,0.3416436542134398,0.0,FGFR3,Ependymal,NG2,22
3096,FGF7,1.0959317891548077,0.0,NRP1,Ependymal,Endothelial,22
455,FGF7,0.6301306235293547,0.0,PDGFRB,Ependymal,Endothelial,22
462,VEGFA,0.4436871267855167,0.0,PDGFRB,Ependymal,Endothelial,22
1402,FGF7,0.25070533591012156,0.0,FGFR3,Ependymal,Endothelial,22
981,PTN,0.19877265132963656,0.528,PTPRZ1,Ependymal,Endothelial,22
501,HBEGF,0.7214928590548118,0.0,PIK3CA,Ependymal,Astrocytes,22
508,FGF7,0.39444006192605485,0.0,PIK3CA,Ependymal,Astrocytes,22
1384,HBEGF,0.8595073093923757,0.0,PIK3CD,Ependymal,Microglia,22
1370,HBEGF,0.6481488611478851,0.0,PIK3CB,Ependymal,Microglia,22
501,HBEGF,0.5846531846753832,0.001,PIK3CA,Ependymal,Microglia,22
3221,FGF7,0.5355611828231961,0.0,PLAU,Ependymal,Microglia,22
1568,FGF7,0.25781191430939066,0.0,PDGFRA,Ependymal,Microglia,22
508,FGF7,0.2576003875466263,0.0,PIK3CA,Ependymal,Microglia,22
3032,AGT,0.25939931245077225,0.0,PLCB1,Ependymal,Oligodendrocytes,22
1402,FGF7,0.25121352559590077,0.0,FGFR3,Ependymal,Oligodendrocytes,22
878,PTN,0.2009547950010815,0.427,SDC3,Ependymal,Oligodendrocytes,22
3842,PTN,0.13851401570897837,0.938,PTPRB,Ependymal,Oligodendrocytes,22
3031,CXCL12,0.13823032425273032,0.17,PLCB1,Ependymal,Oligodendrocytes,22
2365,HBEGF,1.1416499632305093,0.0,PIK3R3,Ependymal,Neurons2,22
2369,CXCL12,0.6202934670156425,0.0,PIK3R3,Ependymal,Neurons2,22
3940,CXCL12,0.4388471536491949,0.0,ROCK1,Ependymal,Neurons2,22
3109,ALCAM,0.41183349141447817,0.0,NRP1,Ependymal,Neurons2,22
2860,SLIT2,0.34870578490095244,0.0,CXCL12,Ependymal,Neurons2,22
3875,SEMA3E,0.34803864593870454,0.0,NRP2,Ependymal,Neurons2,22
3866,VEGFA,0.31810143327282875,0.0,NRP2,Ependymal,Neurons2,22
3096,FGF7,0.3099007283545442,0.0,NRP1,Ependymal,Neurons2,22
1402,FGF7,0.2477307738973103,0.0,FGFR3,Ependymal,Neurons2,22
981,PTN,0.2019714073652459,0.478,PTPRZ1,Ependymal,Neurons2,22
3107,SEMA3E,0.15339444427658194,0.008,NRP1,Ependymal,Neurons2,22
3961,PTN,0.15320270696712524,0.966,CDH10,Ependymal,Neurons2,22
3099,VEGFA,0.12345723161070618,0.262,NRP1,Ependymal,Neurons2,22
1614,VEGFA,0.06155288110381549,0.0,NOS3,Ependymal,Neurons2,22
1247,EFNB2,0.5204915863149516,0.0,EPHB1,NG2,Oligodendrocytes,22
3755,TGFB2,0.3514914680328794,0.0,PLAT,NG2,Oligodendrocytes,22
3032,AGT,0.19338891311402998,0.0,PLCB1,NG2,Oligodendrocytes,22
3031,CXCL12,0.13644851789919396,0.192,PLCB1,NG2,Oligodendrocytes,22
3709,BMP2,0.11033061597032108,0.0,BMPR1A,NG2,Oligodendrocytes,22
2365,HBEGF,0.874908080773012,0.0,PIK3R3,NG2,Neurons2,22
2363,NRG1,0.6382342034490674,0.0,PIK3R3,NG2,Neurons2,22
2369,CXCL12,0.6185116606621062,0.0,PIK3R3,NG2,Neurons2,22
3940,CXCL12,0.4370653472956586,0.0,ROCK1,NG2,Neurons2,22
3834,EFNB2,0.19470135723816506,0.0,GRM5,NG2,Neurons2,22
3750,HHIP,0.09699498728097805,0.0,SHH,NG2,Neurons2,22
3709,BMP2,0.09641600935829323,0.0,BMPR1A,NG2,Neurons2,22
1399,BMP2,0.05699845358368316,0.017,FGFR3,NG2,Neurons2,22
501,HBEGF,0.7913742678860822,0.0,PIK3CA,Endothelial,Ependymal,22
3751,HBEGF,0.6584611910084883,0.0,MOG,Endothelial,Ependymal,22
2913,PF4,0.18821863929430643,0.0,ADRA2A,Endothelial,Ependymal,22
1087,LAMB1,0.10774517978231112,0.0,ITGA6,Endothelial,Ependymal,22
2423,PF4,0.1181326165946607,0.0,MAP2K3,Endothelial,NG2,22
2868,VTN,2.16777212977311,0.161,HSP90AA1,Endothelial,Astrocytes,22
501,HBEGF,0.6668497250608678,0.0,PIK3CA,Endothelial,Microglia,22
