,source,values,pvalues,target,source cell type,target cell type,CT
23,CXCL12,0.11958164152276138,0.0,JAK2,Ependymal,NG2,2
40,TYK2,0.2952036866804664,0.0,PIK3R1,Ependymal,NG2,2
42,HBEGF,0.5166340837560346,0.0,PIK3R1,Ependymal,NG2,2
49,FGF7,0.36003410824435866,0.0,PIK3R1,Ependymal,NG2,2
64,CXCL12,0.31027974186101825,0.0,PIK3R1,Ependymal,NG2,2
65,AGT,0.3643415641925004,0.0,PIK3R1,Ependymal,NG2,2
67,VEGFA,0.3031843708522614,0.0,PIK3R1,Ependymal,NG2,2
347,EFNB3,0.06718562086897727,0.791,EPHA4,Ependymal,NG2,2
804,GDF15,0.0642757174543311,0.0,ERBB3,Ependymal,NG2,2
806,S100A4,0.10489471709522247,0.0,ERBB3,Ependymal,NG2,2
974,AGT,0.11075345766328812,0.837,PRKCE,Ependymal,NG2,2
1245,EFNB3,0.05543116413010105,1.0,EPHB1,Ependymal,NG2,2
1402,FGF7,0.15590553637788757,0.0,FGFR3,Ependymal,NG2,2
1568,FGF7,1.2961696605466682,0.0,PDGFRA,Ependymal,NG2,2
1574,VEGFA,1.239319923154571,0.0,PDGFRA,Ependymal,NG2,2
2113,APOE,2.1548193316493847,0.0,LRP6,Ependymal,NG2,2
2419,CXCL10,0.047831006766542054,0.0,MAP2K3,Ependymal,NG2,2
2830,TYK2,0.0549051095062287,0.0,IFNAR2,Ependymal,NG2,2
2877,VEGFA,0.04264102972089412,0.0,VCAM1,Ependymal,NG2,2
3111,KMT2E,0.2772470315963797,0.0,RARA,Ependymal,NG2,2
3429,TYK2,0.0396558535075937,0.0,GHR,Ependymal,NG2,2
3447,CXCL12,0.12079378586228752,0.0,GNAI1,Ependymal,NG2,2
3846,EFNB3,0.0651733878069317,0.219,EPHB3,Ependymal,NG2,2
3885,VEGFA,0.06150231014549881,0.119,NRP2,Ependymal,NG2,2
3894,SEMA3E,0.0753706675297316,0.006,NRP2,Ependymal,NG2,2
3898,OXT,0.07837063934395821,0.0,SLC12A5,Ependymal,NG2,2
3939,ALCAM,0.2423858506650859,0.0,CHL1,Ependymal,NG2,2
3959,CXCL12,0.3337776315455698,0.0,ROCK1,Ependymal,NG2,2
3980,PTN,0.1907663561787981,0.999,CDH10,Ependymal,NG2,2
4050,ADM,0.06969291121398043,0.0,PTH1R,Ependymal,NG2,2
4056,AVP,0.10923651439665696,1.0,PTH1R,Ependymal,NG2,2
4058,VIP,0.07043229217553929,0.904,PTH1R,Ependymal,NG2,2
4168,VEGFA,0.07142760997933029,0.0,AKT3,Ependymal,NG2,2
4275,APOE,2.129329373056,0.0,LRP8,Ependymal,NG2,2
4397,SLIT2,0.027904244041255834,0.0,ROBO2,Ependymal,NG2,2
4538,PAM,0.11472448861984649,0.0,FXYD1,Ependymal,NG2,2
455,FGF7,0.272619850091529,0.0,PDGFRB,Ependymal,Endothelial,2
462,VEGFA,0.21577011269943178,0.0,PDGFRB,Ependymal,Endothelial,2
981,PTN,0.17028210909620262,1.0,PTPRZ1,Ependymal,Endothelial,2
1053,SLIT2,0.038667301973717476,0.0,PLXNA1,Ependymal,Endothelial,2
1073,VIP,0.05326776871437132,0.972,PTGS2,Ependymal,Endothelial,2
1232,EFNB3,0.03948575485985029,0.929,PAK1,Ependymal,Endothelial,2
1402,FGF7,0.0978361074204188,0.0,FGFR3,Ependymal,Endothelial,2
1568,FGF7,0.09295474781404572,1.0,PDGFRA,Ependymal,Endothelial,2
1574,VEGFA,0.03610501042194851,1.0,PDGFRA,Ependymal,Endothelial,2
1596,VEGFA,0.04477052076499412,0.0,BCL2,Ependymal,Endothelial,2
1605,NPY,0.16151263260669874,0.0,ODC1,Ependymal,Endothelial,2
1891,FGF7,0.10523358490124878,0.0,VEGFA,Ependymal,Endothelial,2
1894,VIP,0.04438440728721989,0.991,VEGFA,Ependymal,Endothelial,2
2040,VIP,0.029531583757295223,1.0,F3,Ependymal,Endothelial,2
2066,CXCL10,0.0459450261215575,0.003,CX3CR1,Ependymal,Endothelial,2
2067,CXCL12,0.056812791674381996,0.014,CX3CR1,Ependymal,Endothelial,2
2374,SFRP5,0.14975113591329434,0.0,WNT5A,Ependymal,Endothelial,2
2663,ADM,0.03030921836966613,0.0,ADRB2,Ependymal,Endothelial,2
2669,AVP,0.06985282155234265,1.0,ADRB2,Ependymal,Endothelial,2
2671,VIP,0.031048599331224988,0.998,ADRB2,Ependymal,Endothelial,2
2673,NPY,0.13943889685381453,0.0,ADRB2,Ependymal,Endothelial,2
2781,VEGFA,0.10014014824073265,0.0,CSF1,Ependymal,Endothelial,2
2877,VEGFA,0.13211242978430862,0.0,VCAM1,Ependymal,Endothelial,2
3002,CXCL10,0.05677979642150792,0.0,DPP4,Ependymal,Endothelial,2
3004,CXCL12,0.06764756197433242,0.0,DPP4,Ependymal,Endothelial,2
3010,VIP,0.0565527507436439,0.959,DPP4,Ependymal,Endothelial,2
3011,NPY,0.16494304826623343,0.0,DPP4,Ependymal,Endothelial,2
3012,PAM,0.13380213373478697,0.0,DPP4,Ependymal,Endothelial,2
3064,CXCL12,0.27995770938143594,0.0,PLCB1,Ependymal,Endothelial,2
3065,AGT,0.3340195317129181,0.0,PLCB1,Ependymal,Endothelial,2
3083,AGT,0.23725732109565806,0.047,SGK1,Ependymal,Endothelial,2
3129,FGF7,0.5881351775451423,0.0,NRP1,Ependymal,Endothelial,2
3132,VEGFA,0.5312854401530451,0.0,NRP1,Ependymal,Endothelial,2
3140,SEMA3E,0.5451537975372779,0.0,NRP1,Ependymal,Endothelial,2
3141,CNTN2,0.5273505579033357,0.0,NRP1,Ependymal,Endothelial,2
3142,ALCAM,0.7170139179775332,0.0,NRP1,Ependymal,Endothelial,2
3228,TYK2,0.04999245906522259,0.0,IL1R1,Ependymal,Endothelial,2
3325,AGT,0.1013513816334245,0.927,EDNRA,Ependymal,Endothelial,2
3412,VEGFA,0.03531588628344729,0.0,SIRPA,Ependymal,Endothelial,2
3447,CXCL12,0.05008611921962586,0.197,GNAI1,Ependymal,Endothelial,2
3640,TYK2,0.08841057300727158,0.0,PRKD2,Ependymal,Endothelial,2
4104,AGT,0.1615297775567276,0.076,HDAC2,Ependymal,Endothelial,2
4250,QRFP,0.13923959515492784,0.0,P2RY14,Ependymal,Endothelial,2
4519,S100A4,0.3845795468767178,0.0,PGLYRP1,Ependymal,Endothelial,2
4538,PAM,0.17714604607351092,0.0,FXYD1,Ependymal,Endothelial,2
23,CXCL12,0.06151352236860656,0.044,JAK2,Ependymal,Astrocytes,2
40,TYK2,0.2086215753482678,0.0,PIK3R1,Ependymal,Astrocytes,2
42,HBEGF,0.43005197242383597,0.0,PIK3R1,Ependymal,Astrocytes,2
49,FGF7,0.27345199691216004,0.0,PIK3R1,Ependymal,Astrocytes,2
64,CXCL12,0.22369763052881966,0.0,PIK3R1,Ependymal,Astrocytes,2
65,AGT,0.2777594528603018,0.002,PIK3R1,Ependymal,Astrocytes,2
67,VEGFA,0.21660225952006282,0.0,PIK3R1,Ependymal,Astrocytes,2
94,TYK2,0.05118534405204829,0.0,PTPN1,Ependymal,Astrocytes,2
286,DLL1,0.1209981552611329,0.0,STAT3,Ependymal,Astrocytes,2
296,TYK2,0.1193219425876888,0.0,STAT3,Ependymal,Astrocytes,2
313,CXCL12,0.13439799776824066,0.0,STAT3,Ependymal,Astrocytes,2
314,AGT,0.18845982009972279,0.02,STAT3,Ependymal,Astrocytes,2
499,TYK2,0.07929501302358398,0.0,PIK3CA,Ependymal,Astrocytes,2
501,HBEGF,0.30072541009915216,0.0,PIK3CA,Ependymal,Astrocytes,2
508,FGF7,0.1441254345874762,0.0,PIK3CA,Ependymal,Astrocytes,2
523,CXCL12,0.09437106820413584,0.0,PIK3CA,Ependymal,Astrocytes,2
524,AGT,0.14843289053561798,0.397,PIK3CA,Ependymal,Astrocytes,2
525,VEGFA,0.08727569719537899,0.0,PIK3CA,Ependymal,Astrocytes,2
570,CXCL12,0.0744642247103373,0.017,ITGB1,Ependymal,Astrocytes,2
571,VEGFA,0.06736885370158045,0.003,ITGB1,Ependymal,Astrocytes,2
612,AGT,0.12252647941890943,0.579,ABL1,Ependymal,Astrocytes,2
716,SLIT2,0.20583740942432274,0.0,APP,Ependymal,Astrocytes,2
717,APOE,2.260384645038286,0.0,APP,Ependymal,Astrocytes,2
824,FGF7,0.2678045535433968,0.0,IGF1R,Ependymal,Astrocytes,2
831,VEGFA,0.21095481615129955,0.0,IGF1R,Ependymal,Astrocytes,2
1232,EFNB3,0.051910177044350296,0.632,PAK1,Ependymal,Astrocytes,2
1298,TYK2,0.0665113079061242,0.0,EIF2AK2,Ependymal,Astrocytes,2
1368,TYK2,0.0297263342190836,0.0,PIK3CB,Ependymal,Astrocytes,2
1370,HBEGF,0.25115673129465177,0.0,PIK3CB,Ependymal,Astrocytes,2
1375,CXCL12,0.044802389399635455,0.001,PIK3CB,Ependymal,Astrocytes,2
1746,VIP,0.03139712939105716,1.0,AR,Ependymal,Astrocytes,2
2045,CXCL10,0.0440081275380902,0.0,CXCR4,Ependymal,Astrocytes,2
2048,CXCL12,0.0548758930909147,0.002,CXCR4,Ependymal,Astrocytes,2
2050,AGT,0.10893771542239683,0.825,CXCR4,Ependymal,Astrocytes,2
2151,SFRP5,0.13269208933695278,0.0,FZD3,Ependymal,Astrocytes,2
2280,SFRP5,0.27979919403529385,0.0,FZD2,Ependymal,Astrocytes,2
2306,PIK3IP1,0.11633347308338646,0.0,PIK3CA,Ependymal,Astrocytes,2
2354,EFNB3,0.03670036943712213,0.926,KRAS,Ependymal,Astrocytes,2
2358,FRS3,0.04425593782286053,0.001,KRAS,Ependymal,Astrocytes,2
2479,COL6A5,0.39424631267793964,0.0,ITGB1,Ependymal,Astrocytes,2
2807,TYK2,0.033119399648816786,0.0,IFNAR1,Ependymal,Astrocytes,2
3064,CXCL12,0.24632223096212358,0.0,PLCB1,Ependymal,Astrocytes,2
3065,AGT,0.30038405329360574,0.0,PLCB1,Ependymal,Astrocytes,2
3129,FGF7,0.12429344489083646,0.005,NRP1,Ependymal,Astrocytes,2
3132,VEGFA,0.06744370749873924,0.36,NRP1,Ependymal,Astrocytes,2
3140,SEMA3E,0.08131206488297202,0.147,NRP1,Ependymal,Astrocytes,2
3141,CNTN2,0.06350882524902993,0.385,NRP1,Ependymal,Astrocytes,2
3142,ALCAM,0.25317218532322733,0.052,NRP1,Ependymal,Astrocytes,2
3352,EFNB3,0.09084246695024104,0.0,MAP2K1,Ependymal,Astrocytes,2
3355,CXCL12,0.103687807412106,0.0,MAP2K1,Ependymal,Astrocytes,2
3447,CXCL12,0.05749545262735177,0.115,GNAI1,Ependymal,Astrocytes,2
3541,VEGFA,0.03389230327955158,0.009,TGFBR1,Ependymal,Astrocytes,2
3654,CXCL12,0.07281316248732543,0.0,ACKR3,Ependymal,Astrocytes,2
3655,ADM,0.06097897029507805,0.0,ACKR3,Ependymal,Astrocytes,2
3849,EFNB3,0.08208653535297109,0.008,SYNJ1,Ependymal,Astrocytes,2
3947,CXCL12,0.23001663122124433,0.0,GNAQ,Ependymal,Astrocytes,2
3959,CXCL12,0.21659858741935986,0.03,ROCK1,Ependymal,Astrocytes,2
4050,ADM,0.03763462842880754,0.008,PTH1R,Ependymal,Astrocytes,2
4056,AVP,0.07717823161148407,1.0,PTH1R,Ependymal,Astrocytes,2
4058,VIP,0.0383740093903664,0.997,PTH1R,Ependymal,Astrocytes,2
4239,VIP,0.03129681370315805,0.998,ADRB1,Ependymal,Astrocytes,2
4240,NPY,0.1396871112257476,0.0,ADRB1,Ependymal,Astrocytes,2
4241,VIP,0.11098068645714654,0.168,TLR3,Ependymal,Astrocytes,2
4514,CNTN2,0.031166383110563634,0.001,CNTN2,Ependymal,Astrocytes,2
499,TYK2,0.15540995551774875,0.0,PIK3CA,Ependymal,Microglia,2
501,HBEGF,0.37684035259331694,0.0,PIK3CA,Ependymal,Microglia,2
508,FGF7,0.22024037708164096,0.0,PIK3CA,Ependymal,Microglia,2
523,CXCL12,0.1704860106983006,0.0,PIK3CA,Ependymal,Microglia,2
524,AGT,0.22454783302978273,0.002,PIK3CA,Ependymal,Microglia,2
525,VEGFA,0.16339063968954376,0.0,PIK3CA,Ependymal,Microglia,2
959,VEGFA,0.04297196763879521,0.0,KDR,Ependymal,Microglia,2
981,PTN,0.20598706354115923,0.998,PTPRZ1,Ependymal,Microglia,2
1001,CXCL12,0.06185274367030945,0.0,RAF1,Ependymal,Microglia,2
1073,VIP,0.10544198530433142,0.194,PTGS2,Ependymal,Microglia,2
1368,TYK2,0.040896369552910095,0.0,PIK3CB,Ependymal,Microglia,2
1370,HBEGF,0.2623267666284783,0.0,PIK3CB,Ependymal,Microglia,2
1375,CXCL12,0.05597242473346195,0.001,PIK3CB,Ependymal,Microglia,2
1383,TYK2,0.13129084376410335,0.0,PIK3CD,Ependymal,Microglia,2
1384,HBEGF,0.35272124083967155,0.0,PIK3CD,Ependymal,Microglia,2
1389,CXCL12,0.1463668989446552,0.0,PIK3CD,Ependymal,Microglia,2
1879,VEGFA,0.07699019963810166,0.002,FLT1,Ependymal,Microglia,2
1891,FGF7,0.09217057609167255,0.0,VEGFA,Ependymal,Microglia,2
1894,VIP,0.03132139847764366,0.998,VEGFA,Ependymal,Microglia,2
1949,CXCL10,0.35970776507763264,0.0,CCR5,Ependymal,Microglia,2
1951,TYK2,0.3554994754499053,0.0,CCR5,Ependymal,Microglia,2
1954,CXCL12,0.3705755306304571,0.0,CCR5,Ependymal,Microglia,2
1970,S100A4,0.3974133150871613,0.0,CCR5,Ependymal,Microglia,2
2026,TYK2,0.7289929708915236,0.0,TNF,Ependymal,Microglia,2
2299,AGT,0.13458195878927082,0.342,MAP3K7,Ependymal,Microglia,2
2306,PIK3IP1,0.1924484155775512,0.0,PIK3CA,Ependymal,Microglia,2
2354,EFNB3,0.17114440904847353,0.0,KRAS,Ependymal,Microglia,2
2358,FRS3,0.17869997743421193,0.0,KRAS,Ependymal,Microglia,2
2364,TYK2,0.024940190535797727,0.947,PIK3R3,Ependymal,Microglia,2
2365,HBEGF,0.24637058761136593,0.079,PIK3R3,Ependymal,Microglia,2
2369,CXCL12,0.04001624571634958,0.936,PIK3R3,Ependymal,Microglia,2
2419,CXCL10,0.05607297818796603,0.002,MAP2K3,Ependymal,Microglia,2
2514,COL6A5,0.41010516193302043,0.0,ITGA9,Ependymal,Microglia,2
2781,VEGFA,0.12022209066278204,0.0,CSF1,Ependymal,Microglia,2
2893,SLIT2,0.060348726361175706,0.029,CXCL12,Ependymal,Microglia,2
3055,AGT,0.09613927613702442,0.941,MTOR,Ependymal,Microglia,2
3083,AGT,0.6865143369734985,0.0,SGK1,Ependymal,Microglia,2
3218,AGT,0.112229277515765,0.762,SLC9A1,Ependymal,Microglia,2
3220,TFRC,0.04754042448614092,0.0,SLC9A1,Ependymal,Microglia,2
3254,FGF7,0.15417889595776213,0.0,PLAU,Ependymal,Microglia,2
3257,AVP,0.13213394056485092,1.0,PLAU,Ependymal,Microglia,2
3507,VEGFA,0.08322770295666122,0.0,ITGA9,Ependymal,Microglia,2
3861,PTN,0.11576051051545944,1.0,PTPRB,Ependymal,Microglia,2
4037,ADM,0.4755711069710082,0.0,GPR84,Ependymal,Microglia,2
4043,AVP,0.5151147101536847,0.0,GPR84,Ependymal,Microglia,2
4045,VIP,0.47631048793256703,0.0,GPR84,Ependymal,Microglia,2
4200,APOE,2.1063688505356613,0.0,SCARB1,Ependymal,Microglia,2
4241,VIP,0.06231709100323483,0.914,TLR3,Ependymal,Microglia,2
4440,CLEC1B,0.11822779339379766,0.0,PDPN,Ependymal,Microglia,2
347,EFNB3,0.07676666359903311,0.52,EPHA4,Ependymal,Oligodendrocytes,2
824,FGF7,0.18787081649017912,0.0,IGF1R,Ependymal,Oligodendrocytes,2
831,VEGFA,0.1310210790980819,0.0,IGF1R,Ependymal,Oligodendrocytes,2
878,PTN,0.12263505317958681,1.0,SDC3,Ependymal,Oligodendrocytes,2
981,PTN,0.17139206325552747,1.0,PTPRZ1,Ependymal,Oligodendrocytes,2
1020,CNTN2,0.13612663170438521,0.0,CNTN1,Ependymal,Oligodendrocytes,2
1245,EFNB3,0.2535948948276758,0.0,EPHB1,Ependymal,Oligodendrocytes,2
1568,FGF7,0.08772796585609446,1.0,PDGFRA,Ependymal,Oligodendrocytes,2
1574,VEGFA,0.030878228463997247,1.0,PDGFRA,Ependymal,Oligodendrocytes,2
1879,VEGFA,0.0424131800014857,0.0,FLT1,Ependymal,Oligodendrocytes,2
2040,VIP,0.025627689381367044,1.0,F3,Ependymal,Oligodendrocytes,2
2364,TYK2,0.07253091290258049,0.314,PIK3R3,Ependymal,Oligodendrocytes,2
2365,HBEGF,0.2939613099781487,0.0,PIK3R3,Ependymal,Oligodendrocytes,2
2369,CXCL12,0.08760696808313234,0.351,PIK3R3,Ependymal,Oligodendrocytes,2
2893,SLIT2,0.03277462310182619,0.04,CXCL12,Ependymal,Oligodendrocytes,2
3064,CXCL12,0.06036616110952947,0.661,PLCB1,Ependymal,Oligodendrocytes,2
3065,AGT,0.1144279834410116,0.998,PLCB1,Ependymal,Oligodendrocytes,2
3083,AGT,0.20016225464227555,0.358,SGK1,Ependymal,Oligodendrocytes,2
3113,EFNB3,0.030916409751803684,0.987,RHBDL2,Ependymal,Oligodendrocytes,2
3325,AGT,0.08939438816867545,0.989,EDNRA,Ependymal,Oligodendrocytes,2
3418,TYK2,0.203701920404851,0.0,FYN,Ependymal,Oligodendrocytes,2
3861,PTN,0.1132502357320585,1.0,PTPRB,Ependymal,Oligodendrocytes,2
3885,VEGFA,0.03148568782481316,0.994,NRP2,Ependymal,Oligodendrocytes,2
3894,SEMA3E,0.04535404520904594,0.676,NRP2,Ependymal,Oligodendrocytes,2
3935,CNTN2,0.06320322564346552,0.0,NRCAM,Ependymal,Oligodendrocytes,2
3936,BCAN,0.1330731217918166,0.0,NRCAM,Ependymal,Oligodendrocytes,2
4022,ADM,0.06176491710847674,0.0,RAMP1,Ependymal,Oligodendrocytes,2
4024,VIP,0.06250429807003559,0.982,RAMP1,Ependymal,Oligodendrocytes,2
4025,ADM,0.04176864477577971,0.0,ADCYAP1R1,Ependymal,Oligodendrocytes,2
4031,AVP,0.08131224795845624,1.0,ADCYAP1R1,Ependymal,Oligodendrocytes,2
4033,VIP,0.04250802573733857,0.997,ADCYAP1R1,Ependymal,Oligodendrocytes,2
824,FGF7,0.27732448276028776,0.0,IGF1R,Ependymal,Neurons2,2
831,VEGFA,0.22047474536819053,0.0,IGF1R,Ependymal,Neurons2,2
981,PTN,0.15327463230833072,1.0,PTPRZ1,Ependymal,Neurons2,2
1245,EFNB3,0.1633516092143799,0.527,EPHB1,Ependymal,Neurons2,2
1746,VIP,0.12398017315382459,0.218,AR,Ependymal,Neurons2,2
2066,CXCL10,0.03402719047327847,0.017,CX3CR1,Ependymal,Neurons2,2
2067,CXCL12,0.04489495602610297,0.071,CX3CR1,Ependymal,Neurons2,2
2113,APOE,2.133115629035877,0.0,LRP6,Ependymal,Neurons2,2
2364,TYK2,0.2243317325058248,0.0,PIK3R3,Ependymal,Neurons2,2
2365,HBEGF,0.445762129581393,0.0,PIK3R3,Ependymal,Neurons2,2
2369,CXCL12,0.23940778768637666,0.0,PIK3R3,Ependymal,Neurons2,2
2769,ZFP91,0.3034270122346118,0.0,MAP3K14,Ependymal,Neurons2,2
2893,SLIT2,0.06330396735290023,0.0,CXCL12,Ependymal,Neurons2,2
3129,FGF7,0.13454578046983348,0.0,NRP1,Ependymal,Neurons2,2
3132,VEGFA,0.07769604307773627,0.051,NRP1,Ependymal,Neurons2,2
3140,SEMA3E,0.09156440046196905,0.0,NRP1,Ependymal,Neurons2,2
3141,CNTN2,0.07376116082802696,0.071,NRP1,Ependymal,Neurons2,2
3142,ALCAM,0.26342452090222435,0.002,NRP1,Ependymal,Neurons2,2
3541,VEGFA,0.04423118805666611,0.0,TGFBR1,Ependymal,Neurons2,2
3640,TYK2,0.021961941292576947,0.036,PRKD2,Ependymal,Neurons2,2
3885,VEGFA,0.16483479572637236,0.0,NRP2,Ependymal,Neurons2,2
3894,SEMA3E,0.17870315311060514,0.0,NRP2,Ependymal,Neurons2,2
3959,CXCL12,0.21152016739762644,0.0,ROCK1,Ependymal,Neurons2,2
3988,CXCL12,0.053913914108122685,0.0,AVPR1A,Ependymal,Neurons2,2
3989,OXT,0.06284326556188148,0.002,AVPR1A,Ependymal,Neurons2,2
3990,AVP,0.08162332509855183,1.0,AVPR1A,Ependymal,Neurons2,2
3991,VIP,0.04281910287743417,0.995,AVPR1A,Ependymal,Neurons2,2
4020,ADM,0.0931471677751416,0.0,CALCR,Ependymal,Neurons2,2
4200,APOE,2.1220474288163023,0.0,SCARB1,Ependymal,Neurons2,2
4247,NPY,0.1483502318045557,0.0,NPY6R,Ependymal,Neurons2,2
4513,CNTN2,0.10067224019776924,0.0,CNTNAP2,Ependymal,Neurons2,2
213,DUSP18,0.07719883413894017,0.0,MAPK8,NG2,Ependymal,2
216,GHR,0.0396558535075937,0.0,TYK2,NG2,Ependymal,2
222,IFNAR2,0.0549051095062287,0.0,TYK2,NG2,Ependymal,2
286,DLL1,0.15119246633379269,0.0,STAT3,NG2,Ependymal,2
303,PDGFA,0.14906374776729062,0.134,STAT3,NG2,Ependymal,2
311,FGFR3,0.14840930078670042,0.0,STAT3,NG2,Ependymal,2
314,AGT,0.11488833291464594,0.933,STAT3,NG2,Ependymal,2
494,GHR,0.10306332103310714,0.0,PIK3CA,NG2,Ependymal,2
501,HBEGF,0.2683712993315456,0.0,PIK3CA,NG2,Ependymal,2
504,PDGFA,0.15513702932009898,0.088,PIK3CA,NG2,Ependymal,2
518,FGFR3,0.1544825823395088,0.0,PIK3CA,NG2,Ependymal,2
524,AGT,0.12096161446745429,0.898,PIK3CA,NG2,Ependymal,2
578,VCAM1,0.15960229209077587,0.0,ITGB1,NG2,Ependymal,2
579,SEMA7A,0.17047708324591204,0.0,ITGB1,NG2,Ependymal,2
608,DUSP18,0.19092329949655534,0.0,ITGB1,NG2,Ependymal,2
1097,DUSP18,0.07774609366148542,0.0,ITGA6,NG2,Ependymal,2
1890,PDGFA,0.09971024596638053,0.912,VEGFA,NG2,Ependymal,2
2482,COL26A1,0.15625288168245757,0.0,ITGB1,NG2,Ependymal,2
2924,CCL25,0.08570565496531249,0.0,ADRA2A,NG2,Ependymal,2
2926,AGT,0.10611642374502003,0.944,ADRA2A,NG2,Ependymal,2
2935,MT-RNR2,2.119279035678913,0.0,ADRA2A,NG2,Ependymal,2
3065,AGT,0.06060933599981139,1.0,PLCB1,NG2,Ependymal,2
3264,C4B,0.10786318219341878,0.0,C3,NG2,Ependymal,2
3528,TGFB2,0.0975899113311882,0.0,TGFBR2,NG2,Ependymal,2
4111,GRP,0.11480582760538208,0.023,HSPA1A,NG2,Ependymal,2
451,PDGFA,0.2768509650686941,0.0,PDGFRB,NG2,Endothelial,2
1055,SEMA6D,0.08710390768524101,0.0,PLXNA1,NG2,Endothelial,2
1564,PDGFA,0.09718586279121086,1.0,PDGFRA,NG2,Endothelial,2
1585,PCNA,0.15438593750868215,0.0,DNMT1,NG2,Endothelial,2
1890,PDGFA,0.1094646998784139,0.749,VEGFA,NG2,Endothelial,2
2068,CCL25,0.05621208940253526,0.0,CX3CR1,NG2,Endothelial,2
2080,CXCL14,0.1228758046090818,0.0,CX3CR1,NG2,Endothelial,2
2669,AVP,0.08025236498191232,1.0,ADRB2,NG2,Endothelial,2
3012,PAM,0.1434792040567149,0.0,DPP4,NG2,Endothelial,2
3065,AGT,0.29976777588929676,0.0,PLCB1,NG2,Endothelial,2
3083,AGT,0.20300556527203673,0.366,SGK1,NG2,Endothelial,2
3325,AGT,0.06709962580980317,1.0,EDNRA,NG2,Endothelial,2
4104,AGT,0.12727802173310626,0.604,HDAC2,NG2,Endothelial,2
4111,GRP,0.4253409359505568,0.0,HSPA1A,NG2,Endothelial,2
4538,PAM,0.18682311639543886,0.0,FXYD1,NG2,Endothelial,2
6,GHR,0.06342529544212024,0.001,JAK2,NG2,Astrocytes,2
13,IFNAR2,0.07867455144075523,0.0,JAK2,NG2,Astrocytes,2
35,GHR,0.22560940360233334,0.0,PIK3R1,NG2,Astrocytes,2
42,HBEGF,0.39091738190077174,0.0,PIK3R1,NG2,Astrocytes,2
45,PDGFA,0.27768311188932515,0.0,PIK3R1,NG2,Astrocytes,2
59,FGFR3,0.27702866490873496,0.0,PIK3R1,NG2,Astrocytes,2
65,AGT,0.24350769703668046,0.02,PIK3R1,NG2,Astrocytes,2
286,DLL1,0.19051219769524821,0.0,STAT3,NG2,Astrocytes,2
303,PDGFA,0.18838347912874615,0.0,STAT3,NG2,Astrocytes,2
311,FGFR3,0.18772903214815595,0.0,STAT3,NG2,Astrocytes,2
314,AGT,0.15420806427610145,0.276,STAT3,NG2,Astrocytes,2
494,GHR,0.0962828412776495,0.0,PIK3CA,NG2,Astrocytes,2
501,HBEGF,0.26159081957608793,0.0,PIK3CA,NG2,Astrocytes,2
504,PDGFA,0.14835654956464134,0.204,PIK3CA,NG2,Astrocytes,2
518,FGFR3,0.14770210258405114,0.0,PIK3CA,NG2,Astrocytes,2
524,AGT,0.11418113471199665,0.922,PIK3CA,NG2,Astrocytes,2
578,VCAM1,0.07138048982535637,0.003,ITGB1,NG2,Astrocytes,2
579,SEMA7A,0.08225528098049255,0.0,ITGB1,NG2,Astrocytes,2
608,DUSP18,0.10270149723113586,0.0,ITGB1,NG2,Astrocytes,2
612,AGT,0.0882747235952881,0.995,ABL1,NG2,Astrocytes,2
717,APOE,1.7496306061633062,0.0,APP,NG2,Astrocytes,2
820,PDGFA,0.2720356685205619,0.005,IGF1R,NG2,Astrocytes,2
1097,DUSP18,0.19321203868161352,0.0,ITGA6,NG2,Astrocytes,2
1370,HBEGF,0.21202214077158757,0.0,PIK3CB,NG2,Astrocytes,2
1372,FGFR3,0.09813342377955075,0.0,PIK3CB,NG2,Astrocytes,2
1927,SPARC,0.8950088486813097,0.0,MMP14,NG2,Astrocytes,2
2049,CCL25,0.05427519081906797,0.0,CXCR4,NG2,Astrocytes,2
2050,AGT,0.07468595959877551,0.999,CXCR4,NG2,Astrocytes,2
2062,CXCL14,0.12093890602561451,0.0,CXCR4,NG2,Astrocytes,2
2358,FRS3,0.039512638082958074,0.001,KRAS,NG2,Astrocytes,2
2482,COL26A1,0.06803107941703809,0.003,ITGB1,NG2,Astrocytes,2
3065,AGT,0.2661322974699844,0.0,PLCB1,NG2,Astrocytes,2
3150,VCAM1,0.08465016196217709,0.0,EZR,NG2,Astrocytes,2
3399,NECTIN4,0.12575497405560337,0.0,PARD3,NG2,Astrocytes,2
3540,TGFB2,0.03686752783045122,0.518,TGFBR1,NG2,Astrocytes,2
3897,FGFR3,0.10964163125775991,0.0,LRRTM2,NG2,Astrocytes,2
4056,AVP,0.08757777504105374,1.0,PTH1R,NG2,Astrocytes,2
494,GHR,0.17239778377181428,0.0,PIK3CA,NG2,Microglia,2
501,HBEGF,0.3377057620702527,0.0,PIK3CA,NG2,Microglia,2
504,PDGFA,0.2244714920588061,0.0,PIK3CA,NG2,Microglia,2
518,FGFR3,0.2238170450782159,0.0,PIK3CA,NG2,Microglia,2
524,AGT,0.19029607720616143,0.042,PIK3CA,NG2,Microglia,2
954,PDGFA,0.10405282000805754,0.775,KDR,NG2,Microglia,2
967,SEMA6D,0.08939861765964671,0.0,KDR,NG2,Microglia,2
1102,ANGPTL1,0.09633960866143183,0.0,TEK,NG2,Microglia,2
1370,HBEGF,0.22319217610541406,0.0,PIK3CB,NG2,Microglia,2
1372,FGFR3,0.10930345911337724,0.0,PIK3CB,NG2,Microglia,2
