,TF,target,importance
127,Setdb2,Tigd2,0.021912787459729594
213,Zfx,Gm21992,0.02189490685582652
27,Ddit3,Dlx1,0.021875618194837774
21,Csrnp3,Slc2a5,0.021849780035557695
98,Nr1d1,Fbxw23,0.021835670923118604
71,Klf6,0610009L18Rik,0.021825757481627794
156,Ttf1,Gm44292,0.0218223494852724
182,Zfp551,Ddit3,0.021778724077407243
26,Dbp,Gm26672,0.021775378750316116
27,Ddit3,Cep162,0.021765673868342703
70,Klf4,Srgap1,0.021758251735711918
21,Csrnp3,Vipr2,0.02175020622141253
160,Zbtb16,Gm8925,0.021745186525546203
20,Creb1,Anxa2,0.021742850483375695
127,Setdb2,Fkbp5,0.021715349626298786
68,Junb,A730011C13Rik,0.021706847527567918
155,Ttf1,Pou3f2,0.021689831891792234
89,Myt1l,Gm18432,0.02166820492361132
149,Tef,Gm8925,0.021660020009290473
27,Ddit3,Gm42548,0.021657582012700585
156,Ttf1,Psmb10,0.02165740045148513
70,Klf4,Mt3,0.021639838186964556
77,Mafb,Nkx2-2,0.02161061665709905
160,Zbtb16,Pdik1l,0.021607742778453565
13,Bcl6,Fgfr3,0.02160656339739987
43,Fos,March1,0.02160496088856807
149,Tef,Clic1,0.02158872535185626
50,Gm14418,Fam107a,0.021552129795680643
27,Ddit3,Gsx1,0.02151734627798862
9,Atf3,C1ql3,0.02151109060532259
180,Zfp449,Slx4ip,0.021472419660879823
16,Cdc5l,A230083G16Rik,0.021461831369450877
68,Junb,Helz2,0.02145417393494323
156,Ttf1,Nat8l,0.021453428697564433
154,Tsc22d1,Efcab12,0.021450208093199058
89,Myt1l,Gm37969,0.021449872419011983
27,Ddit3,Gm5384,0.021440277528173863
108,Pknox2,Nr4a1,0.02143964603735058
136,Sox6,Ccdc88b,0.021437646858598964
33,Egr1,5930430L01Rik,0.02142202465424948
154,Tsc22d1,Gab2,0.02136114798740489
44,Fosb,Col11a1,0.021346692978426358
20,Creb1,Kcnab1,0.02133380049822239
9,Atf3,Kcnab1,0.021322499695383905
86,Mycl,Fcer1g,0.021300914561484904
96,Npas3,Slc2a5,0.021287626616626032
109,Pknox2,Celf4,0.02128081660011508
86,Mycl,Heca,0.021274092724360164
13,Bcl6,Cep19,0.021264891634195742
77,Mafb,Hmgn5,0.021247587146411083
66,Irx1,Mex3b,0.021231826778022076
162,Zbtb4,Sowahc,0.021230505888723588
149,Tef,Lcp2,0.021227263535712457
67,Jun,Tnfrsf4,0.021223804573967286
70,Klf4,Flnc,0.021218393036632307
71,Klf6,Rpl17-ps1,0.02121451635578511
33,Egr1,1700112J16Rik,0.0212022004592701
158,Tulp3,Snhg4,0.021191094310383133
98,Nr1d1,Efcab12,0.021168538440928898
215,Zkscan14,Fmn1,0.02115295018615588
183,Zfp551,Casp8ap2,0.02114668736608554
9,Atf3,Fsd1l,0.021144869124596257
180,Zfp449,Mllt3,0.021126969340840573
33,Egr1,Myct1,0.021122464947030035
111,Pou3f2,Zfp867,0.021121622437735677
53,Gsx1,Dnajb1,0.021086006015438113
98,Nr1d1,Ly6g6f,0.02108188572082283
109,Pknox2,Rgs2,0.021076548212497402
203,Zfp930,Nespas,0.021013211258576497
53,Gsx1,Syt16,0.02099887530720196
66,Irx1,Adamts1,0.020996773952373184
109,Pknox2,G0s2,0.02099084818744639
68,Junb,Rapgef3os2,0.020988884846132254
86,Mycl,Ttf1,0.020965738316630254
26,Dbp,Galnt3,0.020961840095956665
62,Ikzf2,Ifi27l2a,0.020958576696264608
44,Fosb,2810013P06Rik,0.02092478338252809
111,Pou3f2,H1f0,0.02088656561720029
62,Ikzf2,Gm25411,0.020885397903979506
44,Fosb,Ston1,0.020883420605276044
16,Cdc5l,Gm38033,0.02085638081043384
160,Zbtb16,Grk5,0.020824802690386973
86,Mycl,Ifi27l2a,0.02082355768405994
78,Mbd4,Tnfaip1,0.020811528818846688
28,Dlx1,A230009B12Rik,0.02081042279638653
71,Klf6,Tmem217,0.020782131714329376
27,Ddit3,Fgfr3,0.02077239847852739
33,Egr1,Mtcl1,0.020770772319656253
71,Klf6,Pknox2,0.020769746518740483
77,Mafb,RP23-441D24.1,0.02074130214641709
62,Ikzf2,Kcnab1,0.020719947056446295
27,Ddit3,Slx4ip,0.020711032671680125
158,Tulp3,RP23-389K5.5,0.020709236264245243
160,Zbtb16,Irak2,0.020698117377362598
28,Dlx1,Qpct,0.020688494955373178
62,Ikzf2,Anxa2,0.020645700695124503
33,Egr1,Trh,0.020640454236353897
149,Tef,0610009L18Rik,0.020611510518395597
89,Myt1l,Mipep,0.02057686145221111
203,Zfp930,Cep83,0.020566872831843983
20,Creb1,A230083G16Rik,0.020558606261484792
213,Zfx,Tigd2,0.02054921416074521
86,Mycl,Tacc3,0.020533982174281817
104,Nr4a1,Zfp930,0.020456452339117595
71,Klf6,Fam84b,0.020407418702565953
26,Dbp,B930082K07Rik,0.020374939470649847
77,Mafb,Per2,0.02035852091580214
84,Mybl1,Fos,0.020353018751133822
86,Mycl,Nptx1,0.020334709831448222
85,Mybl1,Gpr17,0.02033381052987102
213,Zfx,Cldn5,0.020328922610657836
62,Ikzf2,Mbd4,0.020304264717064924
20,Creb1,Ikzf2,0.020276161774775373
72,Klf9,Trim56,0.02027302030438569
136,Sox6,Bricd5,0.020264829181951518
77,Mbd4,Ikzf2,0.02023134772653339
99,Nr1d2,Gm26672,0.020227558852558475
9,Atf3,B230206L02Rik,0.020224145932775967
43,Fos,Fmn1,0.020210356261201802
9,Atf3,Gm37645,0.020204262441893328
110,Pou3f2,Junb,0.020166884034671977
156,Ttf1,Rarres2,0.020140989755437867
26,Dbp,A230083G16Rik,0.02010791412190852
104,Nr4a1,Tnfrsf4,0.02006197791942032
43,Fos,Tapbp,0.02002803789370879
70,Klf4,Fgfr3,0.02002505282686288
215,Zkscan14,Scrg1,0.0200244152574988
26,Dbp,Tulp3,0.020009124828190887
98,Nr1d1,Ceacam1,0.019993452910748725
175,Zfp318,Nlrc4,0.01998527986724985
104,Nr4a1,Filip1,0.01997296657632151
21,Csrnp3,Gm2822,0.019951316302661705
213,Zfx,Tapbp,0.019936247373433958
94,Nkx2-2,Gm37965,0.019926526307419534
157,Tub,Gm36935,0.019923480706869497
9,Atf3,March1,0.019897995922189646
94,Nkx2-2,Spry1,0.019876104801454447
78,Mbd4,Tigd2,0.019875123948034937
215,Zkscan14,9530059O14Rik,0.019867788485072858
109,Pknox2,Plat,0.019864691060609122
98,Nr1d1,Ascc3,0.019864408585673392
26,Dbp,Fgfr3,0.01986376906701319
175,Zfp318,Flnc,0.019860484190579147
62,Ikzf2,Erich3,0.019858410305968296
33,Egr1,Net1,0.019855499903503254
43,Fos,Gm44679,0.01979302524305861
70,Klf4,1700093K21Rik,0.01978102759653537
26,Dbp,Fam84b,0.019770046414601762
94,Nkx2-2,Npas3,0.01975865157276885
20,Creb1,Gm14946,0.019747727393662547
77,Mafb,Slc35f1,0.019716146447239766
146,Tcf7,Anln,0.01969766006473499
16,Cdc5l,Vcl,0.019694796958999426
9,Atf3,Snhg4,0.019693896212643044
62,Ikzf2,Pknox2,0.019651663781938673
136,Sox6,Gm8524,0.019644303434155224
172,Zfp292,Igsf9b,0.019643228127356013
16,Cdc5l,Gper1,0.01962935906944907
9,Atf3,Gm44292,0.01962073737406075
44,Fosb,Slc40a1,0.019583490972322808
71,Klf6,Syt3,0.01957683483020269
28,Dlx1,G0s2,0.019565274485443113
162,Zbtb4,Gm42500,0.019534139918583018
213,Zfx,Mllt3,0.019532595171493503
71,Klf6,Gm15937,0.019531928595861062
162,Zbtb4,Cyyr1,0.019520936201809943
111,Pou3f2,Arap2,0.019515737219986347
172,Zfp292,Fam98c,0.019487218977225617
86,Mycl,Helz2,0.019468800536059816
183,Zfp551,Htra1,0.019457285897029306
96,Npas3,Gm17807,0.01943581149575148
197,Zfp867,Nptx1,0.01942514393396141
197,Zfp867,Ythdc1,0.01940082413827357
68,Junb,Hexdc,0.01937999772663564
78,Mbd4,5730559C18Rik,0.019379960173392993
127,Setdb2,Atp10b,0.019368519829191414
212,Zfx,Mbd4,0.019333265443624247
89,Myt1l,Fam107a,0.01928599265468251
62,Ikzf2,Rbp4,0.01928576824110556
9,Atf3,Htt,0.019281023599670124
27,Ddit3,Zfp551,0.019257013325754305
20,Creb1,6330418K02Rik,0.01924898949822687
172,Zfp292,2810039B14Rik,0.019246762167968855
96,Npas3,Gper1,0.019246508867302788
96,Npas3,Rps12,0.01922424479171523
28,Dlx1,Ephb1,0.01921039031436224
183,Zfp551,Fam3c,0.01920192047206698
126,Setdb1,Fam107a,0.019199730032225703
94,Nkx2-2,Gm36955,0.019190359868619365
154,Tsc22d1,Dcaf17,0.019162160077806602
136,Sox6,Ptprb,0.019158767532995485
150,Thrb,Smoc1,0.01915624750635801
172,Zfp292,Ciart,0.019124703124756472
98,Nr1d1,Cldn10,0.019111704957267956
127,Setdb2,Ahsa2,0.019100909390466325
96,Npas3,Ltc4s,0.0190800306506903
127,Setdb2,Per1,0.019073046773571252
203,Zfp930,Nfkbia,0.019043675720879675
149,Tef,Efcab12,0.01903907816551392
71,Klf6,Gm8709,0.0189950436639433
99,Nr1d2,Avp,0.018938315934746985
154,Tsc22d1,9430021M05Rik,0.018885802471042927
104,Nr4a1,Irak2,0.018854350476137146
50,Gm14418,Ermn,0.018849678761665687
149,Tef,Gm15937,0.01882308580330072
162,Zbtb4,Tceanc,0.018802144365755048
162,Zbtb4,Pcdhb21,0.018776050621204764
160,Zbtb16,Filip1,0.018741925216030384
43,Fos,Gm37965,0.018732798377018633
68,Junb,Nespas,0.018724655830768964
67,Jun,Gm26668,0.01869215708301803
16,Cdc5l,Defb42,0.018687779993344922
27,Ddit3,2810039B14Rik,0.018683353121528027
89,Myt1l,Atrx,0.0186727064768893
77,Mafb,Wdr66,0.01867039172675399
126,Setdb2,Setdb1,0.018666092017409385
25,Dbp,Bcl6,0.01865224345227188
136,Sox6,Gm14946,0.018647494600549767
9,Atf3,Gm44152,0.0186472600071726
104,Nr4a1,Utp3,0.01864142658042457
98,Nr1d1,Nppc,0.018639588595077954
98,Nr1d1,Idua,0.018635588502316124
67,Jun,Pcdhb15,0.01863061636669759
99,Nr1d2,Itpr1,0.01857350696183485
26,Dbp,A730011C13Rik,0.01857214094300249
44,Fosb,Rpl28-ps3,0.018550191923890666
20,Creb1,Fkbp5,0.0185393696287145
111,Pou3f2,Zfp292,0.01853404315485361
215,Zkscan14,Tmem217,0.018533932901252326
85,Mybl1,Akap9,0.018509691444947966
66,Irx1,Jun,0.018494666955281746
157,Tub,Atp10b,0.018469611269238396
68,Junb,Pole,0.01845269227942558
180,Zfp449,Rspry1,0.0184472922545385
98,Nr1d1,Mlip,0.01844728574398472
183,Zfp551,Sowahc,0.018427745169798743
158,Tulp3,Spef2,0.018423706748483384
68,Junb,Gm38380,0.018354520904073877
104,Nr4a1,Tnfrsf11a,0.018351272143539266
96,Npas3,Psmb10,0.01834010703085676
28,Dlx1,Gas8,0.01832976674157028
20,Creb1,Rps12,0.01832410985688346
98,Nr1d1,Smyd5,0.018321363710688657
111,Pou3f2,Wfdc18,0.01832004660677963
16,Cdc5l,Gm26672,0.018317544160934625
172,Zfp292,Gm38033,0.018310062096727517
33,Egr1,Gm13689,0.018297436096190507
98,Nr1d1,B930082K07Rik,0.01826230739093464
126,Setdb2,Myt1l,0.01824826455042261
175,Zfp318,Gm5292,0.018211351548865457
154,Tsc22d1,Flnc,0.018178578718162315
71,Klf6,Rps12,0.018178529809830396
215,Zkscan14,Etnppl,0.018170521839990916
94,Nkx2-2,Smyd5,0.0181656932845044
182,Zfp551,Junb,0.018157975386052804
108,Pknox2,Myt1l,0.01815640866770128
180,Zfp449,Wdr3,0.018146480926694315
160,Zbtb16,Abca1,0.018146001639434556
20,Creb1,1700093K21Rik,0.018135966593569388
213,Zfx,B230206L02Rik,0.018119609140651895
43,Fos,Pkd1l3,0.018115186141248147
21,Csrnp3,1700093K21Rik,0.018097756776247923
149,Tef,Heca,0.01807464045369581
203,Zfp930,Slc40a1,0.018073070869601797
77,Mafb,Thsd7a,0.01806470947792783
86,Mycl,Tnfrsf4,0.01806425746895778
16,Cdc5l,2810039B14Rik,0.018060916810923523
127,Setdb2,Tceanc,0.018039281303553558
77,Mafb,Dlgap1,0.018017119260034752
89,Myt1l,Thrb,0.018006789071529184
154,Tsc22d1,Nlrc4,0.01799698244580994
65,Irx1,Fosb,0.017979670978774964
77,Mafb,Anln,0.017973340782845966
104,Nr4a1,Cbln4,0.017968516356209056
179,Zfp449,Zbtb16,0.017967406396783226
156,Ttf1,Gm5547,0.017957922669573505
136,Sox6,Rbp4,0.017955320088547805
20,Creb1,Gm2822,0.01795069357127971
180,Zfp449,Tha1,0.01794341659650042
104,Nr4a1,Ifi27l2a,0.017903312461399146
215,Zkscan14,Aprt,0.01789490050014861
111,Pou3f2,Hspa1b,0.017878749830846953
78,Mbd4,Kin,0.01787718298756341
20,Creb1,Ccdc73,0.01787622186508557
126,Setdb1,Gm36955,0.01785743033579811
136,Sox6,Frat2,0.017827288358655668
146,Tcf7,Spock3,0.017810089903506375
160,Zbtb16,Tapbp,0.01780881020844698
16,Cdc5l,Pole,0.017797432470653737
20,Creb1,Ceacam1,0.017789296754442067
66,Irx1,Taf2,0.01778719979878328
70,Klf4,Vipr2,0.01778137101593956
43,Fos,Thrb,0.017757517598056737
72,Klf9,Pank1,0.017743745418381824
97,Nr1d1,Irx1,0.0177410843153077
26,Dbp,Pcdhb15,0.017736160864087264
197,Zfp867,Ifi27l2a,0.01773444479341607
66,Irx1,Ubc,0.017691298829927787
26,Dbp,Slx4ip,0.01767444241331107
16,Cdc5l,Gm44679,0.01764302241906908
215,Zkscan14,B230206H07Rik,0.0176386818686027
157,Tub,Elfn1,0.017632252598385564
85,Mybl1,Htt,0.017623647058717138
160,Zbtb16,Gm44855,0.017596006412706682
197,Zfp867,Fabp7,0.01759316419116604
99,Nr1d2,Gm13717,0.01755982703378821
77,Mafb,Gadd45g,0.017559467465687085
127,Setdb2,Fam84b,0.0175527455490805
157,Tulp3,Myt1l,0.01753602495446328
9,Atf3,Timp4,0.01753008276646256
96,Npas3,Wdr66,0.017517082944157165
66,Irx1,Ankrd6,0.017508040685873166
26,Dbp,Heca,0.017499301604105358
160,Zbtb16,Nmnat3,0.01749299871816506
203,Zfp930,Parg,0.017489747300858685
9,Atf3,Akap17b,0.01748339781853073
203,Zfp930,Cep162,0.01747442587757857
215,Zkscan14,Syt1,0.01746875515661211
89,Myt1l,Defb42,0.017452815186990538
50,Gm14418,Rgcc,0.01744842908319374
72,Klf9,Gm37965,0.017439637253439264
16,Cdc5l,Phxr4,0.01743327470834317
53,Gsx1,Klf9,0.017431707956482436
104,Nr4a1,Tmem8c,0.01742547226931861
13,Bcl6,Srgap3,0.017424807378733743
62,Ikzf2,Mipep,0.017410252653556852
104,Nr4a1,A930004D18Rik,0.01736597035032937
9,Atf3,Tmem220,0.017359348504782417
43,Fos,Proser3,0.017326447765510712
44,Fosb,Gm44152,0.017323018056340685
149,Tef,A930004D18Rik,0.01729033245334767
96,Npas3,B230206H07Rik,0.01725877480901557
9,Atf3,0610010F05Rik,0.017242308436498013
96,Npas3,Nat14,0.017237043027842004
77,Mafb,Gigyf2,0.01720713975704711
21,Csrnp3,Ikzf2,0.01717271745310809
16,Cdc5l,Ltc4s,0.0171687296247603
70,Klf4,Hebp2,0.01714871351766281
160,Zbtb16,Nptx1,0.017142976446107305
85,Mybl1,Atg14,0.017115797014183292
126,Setdb1,Sclt1,0.017106062661929745
127,Setdb2,Stk4,0.017090937596606657
180,Zfp449,Cep83,0.017077854804690967
72,Klf9,Proser3,0.017072685648542956
171,Zfp292,Dlx1,0.017057291978910663
20,Creb1,Rpl28-ps3,0.017057215024497575
158,Tulp3,Cep164,0.017054995488013838
125,Setdb1,Irx1,0.017038833664837008
197,Zfp867,Clmn,0.017034506907147706
175,Zfp318,Wdr74,0.017018730828282362
215,Zkscan14,Gm42500,0.017009863046004558
50,Gm14418,H1f0,0.01700957887973845
44,Fosb,Tnfrsf4,0.01700014792926772
172,Zfp292,Soga3,0.016996332989163847
146,Tcf7,Vim,0.016994540150896888
156,Ttf1,Kank3,0.016972436454572554
213,Zfx,Gm38039,0.016961629590901785
160,Zbtb16,Gm2822,0.01695825817538588
72,Klf9,Gm13689,0.016957438306959345
16,Cdc5l,Bst2,0.016929265700746148
99,Nr1d2,Ltc4s,0.016900495260621897
53,Gsx1,Tppp3,0.016894577398039946
9,Atf3,Rpl21-ps8,0.016881797684465207
71,Klf6,Gm37645,0.01681203798300253
172,Zfp292,Crnde,0.016801504732753075
127,Setdb2,RP23-226C6.3,0.016774244823438946
162,Zbtb4,Cdkn1a,0.016769853342336504
183,Zfp551,Qpct,0.01676984196398626
215,Zkscan14,Prkdc,0.016763761120996666
16,Cdc5l,Gm26827,0.016702739935646534
111,Pou3f2,Ier2,0.016701350127278573
50,Gm14418,Lbh,0.01662315393576996
183,Zfp551,Gpr17,0.016603554982661077
84,Mybl1,Fosb,0.01657298530560821
203,Zfp930,Gas8,0.016558716935450336
26,Dbp,Gm8925,0.016557141286430717
20,Creb1,Pou3f2,0.016555733998196025
85,Mybl1,RP23-441D24.1,0.016542953845056815
26,Dbp,A430105J06Rik,0.016530962048529243
16,Cdc5l,Slc25a20,0.016524713692851824
86,Mycl,Rbp4,0.016505103297642723
172,Zfp292,Gm8524,0.0164975182061267
68,Junb,Gm37969,0.01649030592496968
98,Nr1d1,Fam81a,0.016479197744935514
99,Nr1d2,4732416N19Rik,0.016451566154371433
70,Klf4,Gm26660,0.016445201185947403
98,Nr1d1,Mllt3,0.016441729604323108
215,Zkscan14,Gatsl2,0.016431771630568054
62,Ikzf2,Gm5547,0.01643136871631688
146,Tcf7,Nfasc,0.01641058147734886
27,Ddit3,Arrb1,0.01638880240122248
21,Csrnp3,Wdr3,0.016360529807614415
88,Myt1l,Bcl6,0.01635607626653376
68,Junb,Efcab12,0.016347073753836306
126,Setdb1,Zfp867,0.016340381789174296
26,Dbp,Gm45169,0.016328658343037407
127,Setdb2,Ctxn3,0.016328097617907555
172,Zfp292,Anxa9,0.016326085254692813
94,Nkx2-2,Mtcl1,0.01628755941788127
109,Pknox2,Stk4,0.016284698494429223
158,Tulp3,Dlc1,0.016279924692473736
203,Zfp930,Rars,0.01626699755595292
44,Fosb,Net1,0.016266984741207885
149,Tef,Fignl1,0.016252835854172573
104,Nr4a1,S1pr3,0.016241408220147805
86,Mycl,Zfp930,0.016236239651804388
157,Tub,Gper1,0.0162337738804538
126,Setdb1,Atg14,0.01623318849956579
157,Tub,Galnt3,0.016222658217714212
27,Ddit3,Gm5292,0.016215859009653683
94,Nkx2-2,Gm43242,0.016214905657375153
154,Tsc22d1,Top2a,0.01620198300119646
96,Npas3,Fam84b,0.01618450729678944
175,Zfp318,Fam19a1,0.01618254185912343
126,Setdb1,Fam19a1,0.01616787296640686
44,Fosb,Gm43310,0.016148432781455797
213,Zfx,Gm26672,0.016094024256177904
44,Fosb,Gper1,0.01608657178785002
180,Zfp449,Midn,0.016075671827014436
104,Nr4a1,Atg14,0.016051287816649294
68,Junb,Fgfr3,0.016043234917518797
94,Nkx2-2,Cbln4,0.016018153348543812
157,Tub,Wdr66,0.016000029842797494
157,Tub,Trpc5,0.015998896661626863
20,Creb1,Gm44292,0.015966598121305423
13,Bcl6,Tacc3,0.015963283464546524
127,Setdb2,Sass6,0.015959673436751424
50,Gm14418,Trio,0.01590919186211227
44,Fosb,Plcb2,0.015866635642863867
172,Zfp292,Heca,0.015854574849433912
160,Zbtb16,Lat2,0.01584834957750505
13,Bcl6,Gm26910,0.015828699034545868
85,Mybl1,Ngfrap1,0.015808055743849636
215,Zkscan14,Timp4,0.015805499473248913
98,Nr1d1,Cyyr1,0.015795875103621848
126,Setdb1,Bricd5,0.01576198655308603
21,Csrnp3,Fam107a,0.015760805417540776
158,Tulp3,Pkd1l3,0.01575563025594555
160,Zbtb16,Ralgps2,0.01573718589539637
27,Ddit3,Gm5547,0.015722343858651303
175,Zfp318,2810039B14Rik,0.015694715584738846
127,Setdb2,Plat,0.015687268581331147
175,Zfp318,Gm2822,0.015664064261571128
70,Klf4,Lcp2,0.01566000366945043
96,Npas3,Obox3-ps7,0.015649514475028693
9,Atf3,Avil,0.015645032591726355
157,Tub,Mipep,0.01562660595859476
89,Myt1l,Hebp2,0.015598344786351527
180,Zfp449,Avp,0.015569175967741492
126,Setdb1,Erich3,0.015561266083335332
215,Zkscan14,Mlip,0.015548100771010681
26,Dbp,Slc25a20,0.01554403589250016
20,Creb1,Gm44855,0.015539635824965013
72,Klf9,Pcdhb21,0.015530770428805242
183,Zfp551,Rab3ip,0.015526090276374487
197,Zfp867,Gm12530,0.01551877336209947
149,Tef,Ifitm2,0.015516000000792533
33,Egr1,Birc5,0.015513125547245002
71,Klf6,Npm2,0.015509940781671786
149,Tef,Enc1,0.015504730278993338
43,Fos,Tdo2,0.015497120483102403
214,Zkscan14,Sox6,0.015496580507466315
160,Zbtb16,RP23-389K5.5,0.015462867578772898
93,Nkx2-2,Gsx1,0.015452044711213912
66,Irx1,Tmem8c,0.015416147395597659
154,Tsc22d1,Phxr4,0.0153855654149824
136,Sox6,Phxr4,0.015382611047393895
53,Gsx1,Sgk1,0.015378576113531238
159,Zbtb16,Pou3f2,0.015378368169040839
27,Ddit3,Nptx1,0.015369381178805328
146,Tcf7,Gpr183,0.015364203827362215
53,Gsx1,Ankrd12,0.015350572932102423
62,Ikzf2,Rfc3,0.015326274208635077
67,Jun,Ifitm7,0.015323452113155469
62,Ikzf2,Zmym6,0.015322632286936299
16,Cdc5l,Gm44152,0.015316223747448895
180,Zfp449,Mex3b,0.015310012123302328
154,Tsc22d1,Zfp867,0.015281821279713994
136,Sox6,Fmn1,0.015280387092699082
182,Zfp551,Nr1d2,0.015276181629073366
85,Mybl1,Gm42500,0.015268812214399158
160,Zbtb16,Aldh2,0.015264815529503999
26,Dbp,Nppc,0.015250534734325246
50,Gm14418,Xaf1,0.015222929731610999
9,Atf3,A430105J06Rik,0.015217723570948354
43,Fos,Phxr4,0.015213451865195588
94,Nkx2-2,Ceacam1,0.015212699356134254
215,Zkscan14,Fabp7,0.015184891522428303
86,Mycl,Kcnab1,0.015178094244988814
98,Nr1d1,Gm6373,0.015177541250827419
202,Zfp930,Myt1l,0.01516957159318116
172,Zfp292,Pkd1l3,0.015166091918544311
126,Setdb1,Cbln4,0.015154407524921646
21,Csrnp3,Wdr74,0.01511642167644298
172,Zfp292,Pcdhb21,0.015090283741480155
158,Tulp3,Myct1,0.015089442442031371
27,Ddit3,Gm43310,0.01507449598906714
44,Fosb,Gm11229,0.015070851203288365
94,Nkx2-2,Tnfrsf4,0.015060589807859672
9,Atf3,Gm26672,0.015051375908907687
78,Mbd4,Qpct,0.015047010206874675
86,Mycl,Gm2822,0.015046921081640298
98,Nr1d1,Gm44750,0.01504399100984129
78,Mbd4,Nbn,0.015027412641227278
71,Klf6,B930082K07Rik,0.015015082505303869
26,Dbp,Vcl,0.015013252651407277
158,Tulp3,Nexn,0.015012867599773995
156,Ttf1,Trh,0.014970863748861812
50,Gm14418,Insig1,0.014969395648164347
20,Creb1,Ltc4s,0.014963653148370105
172,Zfp292,Net1,0.0149578128046546
20,Creb1,3222401L13Rik,0.014957479176604059
43,Fos,1700112J16Rik,0.01494261537156436
183,Zfp551,Traf4,0.01491672477194925
172,Zfp292,Gm5547,0.014914023484168329
96,Npas3,Pank1,0.014912753881747804
86,Mycl,Bricd5,0.014889766803642162
162,Zbtb4,Fbn2,0.014872689621678615
78,Mbd4,Npas3,0.014863119298071763
162,Zbtb4,Ly6g6f,0.014860306888011675
9,Atf3,Ggt5,0.014847646026424759
215,Zkscan14,Gab2,0.014846906885378082
160,Zbtb16,Manba,0.014839098495041272
202,Zfp930,Atf3,0.01481597956651399
62,Ikzf2,Heca,0.01480557051174566
62,Ikzf2,Nmi,0.014803983048264064
68,Junb,Fam81a,0.01480364909091514
99,Nr1d2,Zbtb4,0.014803093152444036
156,Ttf1,Gper1,0.014793036225332255
215,Zkscan14,Gng12,0.014788151741444835
71,Klf6,Birc5,0.01478683475734602
71,Klf6,Pdzd2,0.014781777579965408
162,Zbtb4,Nat8l,0.014780865658466983
94,Nkx2-2,Dlc1,0.014749422609884967
66,Irx1,Dusp1,0.01474702465635531
104,Nr4a1,Gm44855,0.014746315830442816
26,Dbp,Zfp551,0.014745587008635588
197,Zfp867,Vipr2,0.01473933789546293
70,Klf4,Rarres2,0.014728052345942141
93,Nkx2-2,Gm14418,0.014712790924524105
94,Nkx2-2,Gm7467,0.014711709265049253
136,Sox6,2810039B14Rik,0.014709545008070746
20,Creb1,Gm37969,0.01470322044367221
16,Cdc5l,Gm44292,0.014691837995817024
43,Fos,Gm44152,0.014667254931232969
154,Tsc22d1,Gm8964,0.0146632186951362
28,Dlx1,Utp14b,0.014637449050631392
66,Irx1,Ier2,0.014631691293005114
86,Mycl,Smyd5,0.014618289989334735
98,Nr1d1,Osbpl7,0.014597546905686029
126,Setdb1,Tapbp,0.014596766366191592
21,Csrnp3,Heca,0.014584052426678797
175,Zfp318,Gm20492,0.014577225810113472
158,Tulp3,Nat14,0.014567321217245808
71,Klf6,Galnt3,0.014562510227707812
71,Klf6,4732416N19Rik,0.014557944360300073
78,Mbd4,Zfp318,0.014520232757666104
20,Creb1,Itpr1,0.014519892231520644
9,Atf3,Nat8l,0.014510541580452622
98,Nr1d1,H2-K1,0.01449475759729124
89,Myt1l,Socs3,0.014490899897971511
109,Pknox2,Erich1,0.014479501380064987
86,Mycl,Kifc5b,0.01447914261611921
72,Klf9,1700093K21Rik,0.014450003387605668
94,Nkx2-2,Nespas,0.014444517685545187
70,Klf4,Wdr74,0.014443910112908609
86,Mycl,Rfc3,0.014429152651750692
72,Klf9,Gm5384,0.01442062456507571
172,Zfp292,Gm44679,0.014419492395730931
175,Zfp318,Anxa9,0.014416110070025143
68,Junb,A230009B12Rik,0.014413333871753883
104,Nr4a1,Arhgef6,0.01440181984642024
9,Atf3,Slx4ip,0.014392565662529238
111,Pou3f2,Thrb,0.01438021481458593
50,Gm14418,S100a1,0.014378354605576403
50,Gm14418,BC005561,0.014367241769496348
9,Atf3,Erich3,0.014359421253801465
70,Klf4,Acer2,0.014357586247032837
33,Egr1,Gm26660,0.0143538133037038
78,Mbd4,Hexdc,0.014342899330317677
26,Dbp,Fam107a,0.014337652750408655
26,Dbp,Nat8l,0.014333079269896474
99,Nr1d2,Gm37965,0.014331402752734314
53,Gsx1,Per1,0.014318995062273118
172,Zfp292,Gm37645,0.0143116389590513
33,Egr1,Elfn1,0.014290033065190461
180,Zfp449,Dlgap1,0.014286338036716579
213,Zfx,Nptx1,0.014283795692579527
89,Myt1l,Tnfaip1,0.014281985178972157
183,Zfp551,Fam126b,0.014276194567137216
68,Junb,Zfp551,0.014270919472311598
126,Setdb1,Gm5547,0.014265001165656464
203,Zfp930,Trim56,0.01425906013651388
154,Tsc22d1,Atp6v0c,0.014253917803478547
157,Tub,Erich1,0.014246958750181827
94,Nkx2-2,Gm44750,0.0142392618535069
109,Pknox2,Herc3,0.01421378426609877
20,Creb1,Fmn1,0.014208634680582113
174,Zfp318,Mybl1,0.01420486315760855
183,Zfp551,Ophn1,0.014200697895653898
27,Ddit3,Gm44292,0.014191284393227881
172,Zfp292,RP24-121L4.7,0.014186248105942849
43,Fos,Gm13689,0.014184368095594004
111,Pou3f2,Lmo1,0.014183310923907603
96,Npas3,Bst2,0.014161248657585827
215,Zkscan14,Gm13717,0.014151225441226252
149,Tef,Gm5384,0.014139372384753155
78,Mbd4,Matn4,0.014138885355011238
